index,name,layer,family,role,offset,end,size_bytes,size_mib,size_gib,shape,type
210,blk.9.ffn_gate.weight,9,shared_ffn,shared_ffn_gate,5747288960,5750634368,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
211,blk.9.ffn_gate_inp.scale,9,moe_router,router_scale,5750634368,5750645632,11264,0.0107421875,1.049041748046875e-05,2816,0
212,blk.9.ffn_gate_inp.weight,9,moe_router,router_weight,5750645632,5752087424,1441792,1.375,0.0013427734375,2816x128,0
213,blk.9.ffn_gate_up_exps.weight,9,moe_expert,expert_gate_up,5752087424,6037562240,285474816,272.25,0.265869140625,2816x1408x128,12
214,blk.9.ffn_norm.weight,9,norm_scale,norm,6037562240,6037573504,11264,0.0107421875,1.049041748046875e-05,2816,0
215,blk.9.ffn_up.weight,9,shared_ffn,shared_ffn_up,6037573504,6040918912,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
216,blk.9.layer_output_scale.weight,9,norm_scale,layer_output_scale,6040918912,6040918916,4,3.814697265625e-06,3.725290298461914e-09,1,0
217,blk.9.post_attention_norm.weight,9,norm_scale,norm,6040918944,6040930208,11264,0.0107421875,1.049041748046875e-05,2816,0
218,blk.9.post_ffw_norm.weight,9,norm_scale,norm,6040930208,6040941472,11264,0.0107421875,1.049041748046875e-05,2816,0
219,blk.9.post_ffw_norm_1.weight,9,norm_scale,norm,6040941472,6040952736,11264,0.0107421875,1.049041748046875e-05,2816,0
220,blk.9.post_ffw_norm_2.weight,9,norm_scale,norm,6040952736,6040964000,11264,0.0107421875,1.049041748046875e-05,2816,0
221,blk.9.pre_ffw_norm_2.weight,9,norm_scale,norm,6040964000,6040975264,11264,0.0107421875,1.049041748046875e-05,2816,0
222,blk.10.attn_k.weight,10,attention,attn_k,6040975264,6044219296,3244032,3.09375,0.003021240234375,2816x2048,12
223,blk.10.attn_k_norm.weight,10,norm_scale,norm,6044219296,6044220320,1024,0.0009765625,9.5367431640625e-07,256,0
224,blk.10.attn_norm.weight,10,norm_scale,norm,6044220320,6044231584,11264,0.0107421875,1.049041748046875e-05,2816,0
225,blk.10.attn_output.weight,10,attention,attn_output,6044231584,6050719648,6488064,6.1875,0.00604248046875,4096x2816,12
226,blk.10.attn_q.weight,10,attention,attn_q,6050719648,6057207712,6488064,6.1875,0.00604248046875,2816x4096,12
227,blk.10.attn_q_norm.weight,10,norm_scale,norm,6057207712,6057208736,1024,0.0009765625,9.5367431640625e-07,256,0
228,blk.10.attn_v.weight,10,attention,attn_v,6057208736,6060452768,3244032,3.09375,0.003021240234375,2816x2048,12
229,blk.10.ffn_down.weight,10,shared_ffn,shared_ffn_down,6060452768,6064541600,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
230,blk.10.ffn_down_exps.scale,10,moe_expert,expert_down_scale,6064541600,6064542112,512,0.00048828125,4.76837158203125e-07,128,0
231,blk.10.ffn_down_exps.weight,10,moe_expert,expert_down,6064542112,6238998944,174456832,166.375,0.1624755859375,704x2816x128,6
232,blk.10.ffn_gate.weight,10,shared_ffn,shared_ffn_gate,6238998944,6242344352,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
233,blk.10.ffn_gate_inp.scale,10,moe_router,router_scale,6242344352,6242355616,11264,0.0107421875,1.049041748046875e-05,2816,0
234,blk.10.ffn_gate_inp.weight,10,moe_router,router_weight,6242355616,6243797408,1441792,1.375,0.0013427734375,2816x128,0
235,blk.10.ffn_gate_up_exps.weight,10,moe_expert,expert_gate_up,6243797408,6529272224,285474816,272.25,0.265869140625,2816x1408x128,12
236,blk.10.ffn_norm.weight,10,norm_scale,norm,6529272224,6529283488,11264,0.0107421875,1.049041748046875e-05,2816,0
237,blk.10.ffn_up.weight,10,shared_ffn,shared_ffn_up,6529283488,6532628896,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
238,blk.10.layer_output_scale.weight,10,norm_scale,layer_output_scale,6532628896,6532628900,4,3.814697265625e-06,3.725290298461914e-09,1,0
239,blk.10.post_attention_norm.weight,10,norm_scale,norm,6532628928,6532640192,11264,0.0107421875,1.049041748046875e-05,2816,0
240,blk.10.post_ffw_norm.weight,10,norm_scale,norm,6532640192,6532651456,11264,0.0107421875,1.049041748046875e-05,2816,0
241,blk.10.post_ffw_norm_1.weight,10,norm_scale,norm,6532651456,6532662720,11264,0.0107421875,1.049041748046875e-05,2816,0
242,blk.10.post_ffw_norm_2.weight,10,norm_scale,norm,6532662720,6532673984,11264,0.0107421875,1.049041748046875e-05,2816,0
243,blk.10.pre_ffw_norm_2.weight,10,norm_scale,norm,6532673984,6532685248,11264,0.0107421875,1.049041748046875e-05,2816,0
244,blk.11.attn_k.weight,11,attention,attn_k,6532685248,6534307264,1622016,1.546875,0.0015106201171875,2816x1024,12
245,blk.11.attn_k_norm.weight,11,norm_scale,norm,6534307264,6534309312,2048,0.001953125,1.9073486328125e-06,512,0
246,blk.11.attn_norm.weight,11,norm_scale,norm,6534309312,6534320576,11264,0.0107421875,1.049041748046875e-05,2816,0
247,blk.11.attn_output.weight,11,attention,attn_output,6534320576,6547296704,12976128,12.375,0.0120849609375,8192x2816,12
248,blk.11.attn_q.weight,11,attention,attn_q,6547296704,6560272832,12976128,12.375,0.0120849609375,2816x8192,12
249,blk.11.attn_q_norm.weight,11,norm_scale,norm,6560272832,6560274880,2048,0.001953125,1.9073486328125e-06,512,0
250,blk.11.ffn_down.weight,11,shared_ffn,shared_ffn_down,6560274880,6566593984,6319104,6.0263671875,0.005885124206542969,2112x2816,8
251,blk.11.ffn_down_exps.scale,11,moe_expert,expert_down_scale,6566593984,6566594496,512,0.00048828125,4.76837158203125e-07,128,0
252,blk.11.ffn_down_exps.weight,11,moe_expert,expert_down,6566594496,6836209600,269615104,257.125,0.2510986328125,704x2816x128,8
253,blk.11.ffn_gate.weight,11,shared_ffn,shared_ffn_gate,6836209600,6839555008,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
254,blk.11.ffn_gate_inp.scale,11,moe_router,router_scale,6839555008,6839566272,11264,0.0107421875,1.049041748046875e-05,2816,0
255,blk.11.ffn_gate_inp.weight,11,moe_router,router_weight,6839566272,6841008064,1441792,1.375,0.0013427734375,2816x128,0
256,blk.11.ffn_gate_up_exps.weight,11,moe_expert,expert_gate_up,6841008064,7126482880,285474816,272.25,0.265869140625,2816x1408x128,12
257,blk.11.ffn_norm.weight,11,norm_scale,norm,7126482880,7126494144,11264,0.0107421875,1.049041748046875e-05,2816,0
258,blk.11.ffn_up.weight,11,shared_ffn,shared_ffn_up,7126494144,7129839552,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
259,blk.11.layer_output_scale.weight,11,norm_scale,layer_output_scale,7129839552,7129839556,4,3.814697265625e-06,3.725290298461914e-09,1,0
260,blk.11.post_attention_norm.weight,11,norm_scale,norm,7129839584,7129850848,11264,0.0107421875,1.049041748046875e-05,2816,0
261,blk.11.post_ffw_norm.weight,11,norm_scale,norm,7129850848,7129862112,11264,0.0107421875,1.049041748046875e-05,2816,0
262,blk.11.post_ffw_norm_1.weight,11,norm_scale,norm,7129862112,7129873376,11264,0.0107421875,1.049041748046875e-05,2816,0
263,blk.11.post_ffw_norm_2.weight,11,norm_scale,norm,7129873376,7129884640,11264,0.0107421875,1.049041748046875e-05,2816,0
264,blk.11.pre_ffw_norm_2.weight,11,norm_scale,norm,7129884640,7129895904,11264,0.0107421875,1.049041748046875e-05,2816,0
265,blk.12.attn_k.weight,12,attention,attn_k,7129895904,7133139936,3244032,3.09375,0.003021240234375,2816x2048,12
266,blk.12.attn_k_norm.weight,12,norm_scale,norm,7133139936,7133140960,1024,0.0009765625,9.5367431640625e-07,256,0
267,blk.12.attn_norm.weight,12,norm_scale,norm,7133140960,7133152224,11264,0.0107421875,1.049041748046875e-05,2816,0
268,blk.12.attn_output.weight,12,attention,attn_output,7133152224,7139640288,6488064,6.1875,0.00604248046875,4096x2816,12
269,blk.12.attn_q.weight,12,attention,attn_q,7139640288,7146128352,6488064,6.1875,0.00604248046875,2816x4096,12
270,blk.12.attn_q_norm.weight,12,norm_scale,norm,7146128352,7146129376,1024,0.0009765625,9.5367431640625e-07,256,0
271,blk.12.attn_v.weight,12,attention,attn_v,7146129376,7149373408,3244032,3.09375,0.003021240234375,2816x2048,12
272,blk.12.ffn_down.weight,12,shared_ffn,shared_ffn_down,7149373408,7153462240,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
273,blk.12.ffn_down_exps.scale,12,moe_expert,expert_down_scale,7153462240,7153462752,512,0.00048828125,4.76837158203125e-07,128,0
274,blk.12.ffn_down_exps.weight,12,moe_expert,expert_down,7153462752,7327919584,174456832,166.375,0.1624755859375,704x2816x128,6
275,blk.12.ffn_gate.weight,12,shared_ffn,shared_ffn_gate,7327919584,7331264992,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
276,blk.12.ffn_gate_inp.scale,12,moe_router,router_scale,7331264992,7331276256,11264,0.0107421875,1.049041748046875e-05,2816,0
277,blk.12.ffn_gate_inp.weight,12,moe_router,router_weight,7331276256,7332718048,1441792,1.375,0.0013427734375,2816x128,0
278,blk.12.ffn_gate_up_exps.weight,12,moe_expert,expert_gate_up,7332718048,7618192864,285474816,272.25,0.265869140625,2816x1408x128,12
279,blk.12.ffn_norm.weight,12,norm_scale,norm,7618192864,7618204128,11264,0.0107421875,1.049041748046875e-05,2816,0
280,blk.12.ffn_up.weight,12,shared_ffn,shared_ffn_up,7618204128,7621549536,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
281,blk.12.layer_output_scale.weight,12,norm_scale,layer_output_scale,7621549536,7621549540,4,3.814697265625e-06,3.725290298461914e-09,1,0
282,blk.12.post_attention_norm.weight,12,norm_scale,norm,7621549568,7621560832,11264,0.0107421875,1.049041748046875e-05,2816,0
283,blk.12.post_ffw_norm.weight,12,norm_scale,norm,7621560832,7621572096,11264,0.0107421875,1.049041748046875e-05,2816,0
284,blk.12.post_ffw_norm_1.weight,12,norm_scale,norm,7621572096,7621583360,11264,0.0107421875,1.049041748046875e-05,2816,0
285,blk.12.post_ffw_norm_2.weight,12,norm_scale,norm,7621583360,7621594624,11264,0.0107421875,1.049041748046875e-05,2816,0
286,blk.12.pre_ffw_norm_2.weight,12,norm_scale,norm,7621594624,7621605888,11264,0.0107421875,1.049041748046875e-05,2816,0
287,blk.13.attn_k.weight,13,attention,attn_k,7621605888,7624849920,3244032,3.09375,0.003021240234375,2816x2048,12
288,blk.13.attn_k_norm.weight,13,norm_scale,norm,7624849920,7624850944,1024,0.0009765625,9.5367431640625e-07,256,0
289,blk.13.attn_norm.weight,13,norm_scale,norm,7624850944,7624862208,11264,0.0107421875,1.049041748046875e-05,2816,0
290,blk.13.attn_output.weight,13,attention,attn_output,7624862208,7631350272,6488064,6.1875,0.00604248046875,4096x2816,12
291,blk.13.attn_q.weight,13,attention,attn_q,7631350272,7637838336,6488064,6.1875,0.00604248046875,2816x4096,12
292,blk.13.attn_q_norm.weight,13,norm_scale,norm,7637838336,7637839360,1024,0.0009765625,9.5367431640625e-07,256,0
293,blk.13.attn_v.weight,13,attention,attn_v,7637839360,7642570240,4730880,4.51171875,0.004405975341796875,2816x2048,14
294,blk.13.ffn_down.weight,13,shared_ffn,shared_ffn_down,7642570240,7646659072,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
295,blk.13.ffn_down_exps.scale,13,moe_expert,expert_down_scale,7646659072,7646659584,512,0.00048828125,4.76837158203125e-07,128,0
296,blk.13.ffn_down_exps.weight,13,moe_expert,expert_down,7646659584,7821116416,174456832,166.375,0.1624755859375,704x2816x128,6
297,blk.13.ffn_gate.weight,13,shared_ffn,shared_ffn_gate,7821116416,7824461824,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
298,blk.13.ffn_gate_inp.scale,13,moe_router,router_scale,7824461824,7824473088,11264,0.0107421875,1.049041748046875e-05,2816,0
299,blk.13.ffn_gate_inp.weight,13,moe_router,router_weight,7824473088,7825914880,1441792,1.375,0.0013427734375,2816x128,0
300,blk.13.ffn_gate_up_exps.weight,13,moe_expert,expert_gate_up,7825914880,8111389696,285474816,272.25,0.265869140625,2816x1408x128,12
301,blk.13.ffn_norm.weight,13,norm_scale,norm,8111389696,8111400960,11264,0.0107421875,1.049041748046875e-05,2816,0
302,blk.13.ffn_up.weight,13,shared_ffn,shared_ffn_up,8111400960,8114746368,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
303,blk.13.layer_output_scale.weight,13,norm_scale,layer_output_scale,8114746368,8114746372,4,3.814697265625e-06,3.725290298461914e-09,1,0
304,blk.13.post_attention_norm.weight,13,norm_scale,norm,8114746400,8114757664,11264,0.0107421875,1.049041748046875e-05,2816,0
305,blk.13.post_ffw_norm.weight,13,norm_scale,norm,8114757664,8114768928,11264,0.0107421875,1.049041748046875e-05,2816,0
306,blk.13.post_ffw_norm_1.weight,13,norm_scale,norm,8114768928,8114780192,11264,0.0107421875,1.049041748046875e-05,2816,0
307,blk.13.post_ffw_norm_2.weight,13,norm_scale,norm,8114780192,8114791456,11264,0.0107421875,1.049041748046875e-05,2816,0
308,blk.13.pre_ffw_norm_2.weight,13,norm_scale,norm,8114791456,8114802720,11264,0.0107421875,1.049041748046875e-05,2816,0
309,blk.14.attn_k.weight,14,attention,attn_k,8114802720,8118046752,3244032,3.09375,0.003021240234375,2816x2048,12
310,blk.14.attn_k_norm.weight,14,norm_scale,norm,8118046752,8118047776,1024,0.0009765625,9.5367431640625e-07,256,0
311,blk.14.attn_norm.weight,14,norm_scale,norm,8118047776,8118059040,11264,0.0107421875,1.049041748046875e-05,2816,0
312,blk.14.attn_output.weight,14,attention,attn_output,8118059040,8124547104,6488064,6.1875,0.00604248046875,4096x2816,12
313,blk.14.attn_q.weight,14,attention,attn_q,8124547104,8131035168,6488064,6.1875,0.00604248046875,2816x4096,12
314,blk.14.attn_q_norm.weight,14,norm_scale,norm,8131035168,8131036192,1024,0.0009765625,9.5367431640625e-07,256,0
315,blk.14.attn_v.weight,14,attention,attn_v,8131036192,8134280224,3244032,3.09375,0.003021240234375,2816x2048,12
316,blk.14.ffn_down.weight,14,shared_ffn,shared_ffn_down,8134280224,8140599328,6319104,6.0263671875,0.005885124206542969,2112x2816,8
317,blk.14.ffn_down_exps.scale,14,moe_expert,expert_down_scale,8140599328,8140599840,512,0.00048828125,4.76837158203125e-07,128,0
318,blk.14.ffn_down_exps.weight,14,moe_expert,expert_down,8140599840,8410214944,269615104,257.125,0.2510986328125,704x2816x128,8
319,blk.14.ffn_gate.weight,14,shared_ffn,shared_ffn_gate,8410214944,8413560352,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
320,blk.14.ffn_gate_inp.scale,14,moe_router,router_scale,8413560352,8413571616,11264,0.0107421875,1.049041748046875e-05,2816,0
321,blk.14.ffn_gate_inp.weight,14,moe_router,router_weight,8413571616,8415013408,1441792,1.375,0.0013427734375,2816x128,0
322,blk.14.ffn_gate_up_exps.weight,14,moe_expert,expert_gate_up,8415013408,8700488224,285474816,272.25,0.265869140625,2816x1408x128,12
323,blk.14.ffn_norm.weight,14,norm_scale,norm,8700488224,8700499488,11264,0.0107421875,1.049041748046875e-05,2816,0
324,blk.14.ffn_up.weight,14,shared_ffn,shared_ffn_up,8700499488,8703844896,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
325,blk.14.layer_output_scale.weight,14,norm_scale,layer_output_scale,8703844896,8703844900,4,3.814697265625e-06,3.725290298461914e-09,1,0
326,blk.14.post_attention_norm.weight,14,norm_scale,norm,8703844928,8703856192,11264,0.0107421875,1.049041748046875e-05,2816,0
327,blk.14.post_ffw_norm.weight,14,norm_scale,norm,8703856192,8703867456,11264,0.0107421875,1.049041748046875e-05,2816,0
328,blk.14.post_ffw_norm_1.weight,14,norm_scale,norm,8703867456,8703878720,11264,0.0107421875,1.049041748046875e-05,2816,0
329,blk.14.post_ffw_norm_2.weight,14,norm_scale,norm,8703878720,8703889984,11264,0.0107421875,1.049041748046875e-05,2816,0
330,blk.14.pre_ffw_norm_2.weight,14,norm_scale,norm,8703889984,8703901248,11264,0.0107421875,1.049041748046875e-05,2816,0
331,blk.15.attn_k.weight,15,attention,attn_k,8703901248,8707145280,3244032,3.09375,0.003021240234375,2816x2048,12
332,blk.15.attn_k_norm.weight,15,norm_scale,norm,8707145280,8707146304,1024,0.0009765625,9.5367431640625e-07,256,0
333,blk.15.attn_norm.weight,15,norm_scale,norm,8707146304,8707157568,11264,0.0107421875,1.049041748046875e-05,2816,0
334,blk.15.attn_output.weight,15,attention,attn_output,8707157568,8713645632,6488064,6.1875,0.00604248046875,4096x2816,12
335,blk.15.attn_q.weight,15,attention,attn_q,8713645632,8720133696,6488064,6.1875,0.00604248046875,2816x4096,12
336,blk.15.attn_q_norm.weight,15,norm_scale,norm,8720133696,8720134720,1024,0.0009765625,9.5367431640625e-07,256,0
337,blk.15.attn_v.weight,15,attention,attn_v,8720134720,8723378752,3244032,3.09375,0.003021240234375,2816x2048,12
338,blk.15.ffn_down.weight,15,shared_ffn,shared_ffn_down,8723378752,8727467584,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
339,blk.15.ffn_down_exps.scale,15,moe_expert,expert_down_scale,8727467584,8727468096,512,0.00048828125,4.76837158203125e-07,128,0
340,blk.15.ffn_down_exps.weight,15,moe_expert,expert_down,8727468096,8901924928,174456832,166.375,0.1624755859375,704x2816x128,6
341,blk.15.ffn_gate.weight,15,shared_ffn,shared_ffn_gate,8901924928,8905270336,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
342,blk.15.ffn_gate_inp.scale,15,moe_router,router_scale,8905270336,8905281600,11264,0.0107421875,1.049041748046875e-05,2816,0
343,blk.15.ffn_gate_inp.weight,15,moe_router,router_weight,8905281600,8906723392,1441792,1.375,0.0013427734375,2816x128,0
344,blk.15.ffn_gate_up_exps.weight,15,moe_expert,expert_gate_up,8906723392,9192198208,285474816,272.25,0.265869140625,2816x1408x128,12
345,blk.15.ffn_norm.weight,15,norm_scale,norm,9192198208,9192209472,11264,0.0107421875,1.049041748046875e-05,2816,0
346,blk.15.ffn_up.weight,15,shared_ffn,shared_ffn_up,9192209472,9195554880,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
347,blk.15.layer_output_scale.weight,15,norm_scale,layer_output_scale,9195554880,9195554884,4,3.814697265625e-06,3.725290298461914e-09,1,0
348,blk.15.post_attention_norm.weight,15,norm_scale,norm,9195554912,9195566176,11264,0.0107421875,1.049041748046875e-05,2816,0
349,blk.15.post_ffw_norm.weight,15,norm_scale,norm,9195566176,9195577440,11264,0.0107421875,1.049041748046875e-05,2816,0
350,blk.15.post_ffw_norm_1.weight,15,norm_scale,norm,9195577440,9195588704,11264,0.0107421875,1.049041748046875e-05,2816,0
351,blk.15.post_ffw_norm_2.weight,15,norm_scale,norm,9195588704,9195599968,11264,0.0107421875,1.049041748046875e-05,2816,0
352,blk.15.pre_ffw_norm_2.weight,15,norm_scale,norm,9195599968,9195611232,11264,0.0107421875,1.049041748046875e-05,2816,0
353,blk.16.attn_k.weight,16,attention,attn_k,9195611232,9198855264,3244032,3.09375,0.003021240234375,2816x2048,12
354,blk.16.attn_k_norm.weight,16,norm_scale,norm,9198855264,9198856288,1024,0.0009765625,9.5367431640625e-07,256,0
355,blk.16.attn_norm.weight,16,norm_scale,norm,9198856288,9198867552,11264,0.0107421875,1.049041748046875e-05,2816,0
356,blk.16.attn_output.weight,16,attention,attn_output,9198867552,9205355616,6488064,6.1875,0.00604248046875,4096x2816,12
357,blk.16.attn_q.weight,16,attention,attn_q,9205355616,9211843680,6488064,6.1875,0.00604248046875,2816x4096,12
358,blk.16.attn_q_norm.weight,16,norm_scale,norm,9211843680,9211844704,1024,0.0009765625,9.5367431640625e-07,256,0
359,blk.16.attn_v.weight,16,attention,attn_v,9211844704,9216575584,4730880,4.51171875,0.004405975341796875,2816x2048,14
360,blk.16.ffn_down.weight,16,shared_ffn,shared_ffn_down,9216575584,9220664416,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
361,blk.16.ffn_down_exps.scale,16,moe_expert,expert_down_scale,9220664416,9220664928,512,0.00048828125,4.76837158203125e-07,128,0
362,blk.16.ffn_down_exps.weight,16,moe_expert,expert_down,9220664928,9395121760,174456832,166.375,0.1624755859375,704x2816x128,6
363,blk.16.ffn_gate.weight,16,shared_ffn,shared_ffn_gate,9395121760,9398467168,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
364,blk.16.ffn_gate_inp.scale,16,moe_router,router_scale,9398467168,9398478432,11264,0.0107421875,1.049041748046875e-05,2816,0
365,blk.16.ffn_gate_inp.weight,16,moe_router,router_weight,9398478432,9399920224,1441792,1.375,0.0013427734375,2816x128,0
366,blk.16.ffn_gate_up_exps.weight,16,moe_expert,expert_gate_up,9399920224,9685395040,285474816,272.25,0.265869140625,2816x1408x128,12
367,blk.16.ffn_norm.weight,16,norm_scale,norm,9685395040,9685406304,11264,0.0107421875,1.049041748046875e-05,2816,0
368,blk.16.ffn_up.weight,16,shared_ffn,shared_ffn_up,9685406304,9688751712,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
369,blk.16.layer_output_scale.weight,16,norm_scale,layer_output_scale,9688751712,9688751716,4,3.814697265625e-06,3.725290298461914e-09,1,0
370,blk.16.post_attention_norm.weight,16,norm_scale,norm,9688751744,9688763008,11264,0.0107421875,1.049041748046875e-05,2816,0
371,blk.16.post_ffw_norm.weight,16,norm_scale,norm,9688763008,9688774272,11264,0.0107421875,1.049041748046875e-05,2816,0
372,blk.16.post_ffw_norm_1.weight,16,norm_scale,norm,9688774272,9688785536,11264,0.0107421875,1.049041748046875e-05,2816,0
373,blk.16.post_ffw_norm_2.weight,16,norm_scale,norm,9688785536,9688796800,11264,0.0107421875,1.049041748046875e-05,2816,0
374,blk.16.pre_ffw_norm_2.weight,16,norm_scale,norm,9688796800,9688808064,11264,0.0107421875,1.049041748046875e-05,2816,0
375,blk.17.attn_k.weight,17,attention,attn_k,9688808064,9690430080,1622016,1.546875,0.0015106201171875,2816x1024,12
376,blk.17.attn_k_norm.weight,17,norm_scale,norm,9690430080,9690432128,2048,0.001953125,1.9073486328125e-06,512,0
377,blk.17.attn_norm.weight,17,norm_scale,norm,9690432128,9690443392,11264,0.0107421875,1.049041748046875e-05,2816,0
378,blk.17.attn_output.weight,17,attention,attn_output,9690443392,9703419520,12976128,12.375,0.0120849609375,8192x2816,12
379,blk.17.attn_q.weight,17,attention,attn_q,9703419520,9716395648,12976128,12.375,0.0120849609375,2816x8192,12
380,blk.17.attn_q_norm.weight,17,norm_scale,norm,9716395648,9716397696,2048,0.001953125,1.9073486328125e-06,512,0
381,blk.17.ffn_down.weight,17,shared_ffn,shared_ffn_down,9716397696,9722716800,6319104,6.0263671875,0.005885124206542969,2112x2816,8
382,blk.17.ffn_down_exps.scale,17,moe_expert,expert_down_scale,9722716800,9722717312,512,0.00048828125,4.76837158203125e-07,128,0
383,blk.17.ffn_down_exps.weight,17,moe_expert,expert_down,9722717312,9992332416,269615104,257.125,0.2510986328125,704x2816x128,8
384,blk.17.ffn_gate.weight,17,shared_ffn,shared_ffn_gate,9992332416,9995677824,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
385,blk.17.ffn_gate_inp.scale,17,moe_router,router_scale,9995677824,9995689088,11264,0.0107421875,1.049041748046875e-05,2816,0
386,blk.17.ffn_gate_inp.weight,17,moe_router,router_weight,9995689088,9997130880,1441792,1.375,0.0013427734375,2816x128,0
387,blk.17.ffn_gate_up_exps.weight,17,moe_expert,expert_gate_up,9997130880,10282605696,285474816,272.25,0.265869140625,2816x1408x128,12
388,blk.17.ffn_norm.weight,17,norm_scale,norm,10282605696,10282616960,11264,0.0107421875,1.049041748046875e-05,2816,0
389,blk.17.ffn_up.weight,17,shared_ffn,shared_ffn_up,10282616960,10285962368,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
390,blk.17.layer_output_scale.weight,17,norm_scale,layer_output_scale,10285962368,10285962372,4,3.814697265625e-06,3.725290298461914e-09,1,0
391,blk.17.post_attention_norm.weight,17,norm_scale,norm,10285962400,10285973664,11264,0.0107421875,1.049041748046875e-05,2816,0
392,blk.17.post_ffw_norm.weight,17,norm_scale,norm,10285973664,10285984928,11264,0.0107421875,1.049041748046875e-05,2816,0
393,blk.17.post_ffw_norm_1.weight,17,norm_scale,norm,10285984928,10285996192,11264,0.0107421875,1.049041748046875e-05,2816,0
394,blk.17.post_ffw_norm_2.weight,17,norm_scale,norm,10285996192,10286007456,11264,0.0107421875,1.049041748046875e-05,2816,0
395,blk.17.pre_ffw_norm_2.weight,17,norm_scale,norm,10286007456,10286018720,11264,0.0107421875,1.049041748046875e-05,2816,0
396,blk.18.attn_k.weight,18,attention,attn_k,10286018720,10289262752,3244032,3.09375,0.003021240234375,2816x2048,12
397,blk.18.attn_k_norm.weight,18,norm_scale,norm,10289262752,10289263776,1024,0.0009765625,9.5367431640625e-07,256,0
398,blk.18.attn_norm.weight,18,norm_scale,norm,10289263776,10289275040,11264,0.0107421875,1.049041748046875e-05,2816,0
399,blk.18.attn_output.weight,18,attention,attn_output,10289275040,10295763104,6488064,6.1875,0.00604248046875,4096x2816,12
400,blk.18.attn_q.weight,18,attention,attn_q,10295763104,10302251168,6488064,6.1875,0.00604248046875,2816x4096,12
401,blk.18.attn_q_norm.weight,18,norm_scale,norm,10302251168,10302252192,1024,0.0009765625,9.5367431640625e-07,256,0
402,blk.18.attn_v.weight,18,attention,attn_v,10302252192,10305496224,3244032,3.09375,0.003021240234375,2816x2048,12
403,blk.18.ffn_down.weight,18,shared_ffn,shared_ffn_down,10305496224,10309585056,4088832,3.8994140625,0.0038080215454101562,2112x2816,6
404,blk.18.ffn_down_exps.scale,18,moe_expert,expert_down_scale,10309585056,10309585568,512,0.00048828125,4.76837158203125e-07,128,0
405,blk.18.ffn_down_exps.weight,18,moe_expert,expert_down,10309585568,10484042400,174456832,166.375,0.1624755859375,704x2816x128,6
406,blk.18.ffn_gate.weight,18,shared_ffn,shared_ffn_gate,10484042400,10487387808,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
407,blk.18.ffn_gate_inp.scale,18,moe_router,router_scale,10487387808,10487399072,11264,0.0107421875,1.049041748046875e-05,2816,0
408,blk.18.ffn_gate_inp.weight,18,moe_router,router_weight,10487399072,10488840864,1441792,1.375,0.0013427734375,2816x128,0
409,blk.18.ffn_gate_up_exps.weight,18,moe_expert,expert_gate_up,10488840864,10774315680,285474816,272.25,0.265869140625,2816x1408x128,12
410,blk.18.ffn_norm.weight,18,norm_scale,norm,10774315680,10774326944,11264,0.0107421875,1.049041748046875e-05,2816,0
411,blk.18.ffn_up.weight,18,shared_ffn,shared_ffn_up,10774326944,10777672352,3345408,3.1904296875,0.0031156539916992188,2816x2112,12
412,blk.18.layer_output_scale.weight,18,norm_scale,layer_output_scale,10777672352,10777672356,4,3.814697265625e-06,3.725290298461914e-09,1,0
413,blk.18.post_attention_norm.weight,18,norm_scale,norm,10777672384,10777683648,11264,0.0107421875,1.049041748046875e-05,2816,0
414,blk.18.post_ffw_norm.weight,18,norm_scale,norm,10777683648,10777694912,11264,0.0107421875,1.049041748046875e-05,2816,0
415,blk.18.post_ffw_norm_1.weight,18,norm_scale,norm,10777694912,10777706176,11264,0.0107421875,1.049041748046875e-05,2816,0
416,blk.18.post_ffw_norm_2.weight,18,norm_scale,norm,10777706176,10777717440,11264,0.0107421875,1.049041748046875e-05,2816,0
417,blk.18.pre_ffw_norm_2.weight,18,norm_scale,norm,10777717440,10777728704,11264,0.0107421875,1.049041748046875e-05,2816,0
418,blk.19.attn_k.weight,19,attention,attn_k,10777728704,10780972736,3244032,3.09375,0.003021240234375,2816x2048,12
